target_end_date,location,target,observation
2021-09-18,48477,inc case,138
2021-09-18,48479,inc case,553
2021-09-18,48481,inc case,235
2021-09-18,48483,inc case,22
2021-09-18,48485,inc case,1488
2021-09-18,48487,inc case,31
2021-09-18,48489,inc case,54
2021-09-18,48491,inc case,2355
2021-09-18,48493,inc case,173
2021-09-18,48495,inc case,46
2021-09-18,48497,inc case,331
2021-09-18,48499,inc case,364
2021-09-18,48501,inc case,36
2021-09-18,48503,inc case,88
2021-09-18,48505,inc case,26
2021-09-18,48507,inc case,64
2021-09-18,49,inc case,11006
2021-09-18,49001,inc case,0
2021-09-18,49003,inc case,0
2021-09-18,49005,inc case,0
2021-09-18,49007,inc case,0
2021-09-18,49009,inc case,0
2021-09-18,49011,inc case,1406
2021-09-18,49013,inc case,0
2021-09-18,49015,inc case,0
2021-09-18,49017,inc case,0
2021-09-18,49019,inc case,0
2021-09-18,49021,inc case,0
2021-09-18,49023,inc case,0
2021-09-18,49025,inc case,0
2021-09-18,49027,inc case,0
2021-09-18,49029,inc case,0
2021-09-18,49031,inc case,0
2021-09-18,49033,inc case,0
2021-09-18,49035,inc case,2946
2021-09-18,49037,inc case,31
2021-09-18,49039,inc case,0
2021-09-18,49041,inc case,0
2021-09-18,49043,inc case,89
2021-09-18,49045,inc case,417
2021-09-18,49047,inc case,0
2021-09-18,49049,inc case,2115
2021-09-18,49051,inc case,129
2021-09-18,49053,inc case,0
2021-09-18,49055,inc case,0
2021-09-18,49057,inc case,0
2021-09-18,50,inc case,1427
2021-09-18,50001,inc case,31
2021-09-18,50003,inc case,120
2021-09-18,50005,inc case,101
2021-09-18,50007,inc case,356
2021-09-18,50009,inc case,12
2021-09-18,50011,inc case,112
2021-09-18,50013,inc case,6
2021-09-18,50015,inc case,38
2021-09-18,50017,inc case,34
2021-09-18,50019,inc case,139
2021-09-18,50021,inc case,137
2021-09-18,50023,inc case,140
2021-09-18,50025,inc case,72
2021-09-18,50027,inc case,128
2021-09-18,51,inc case,25370
2021-09-18,51001,inc case,94
2021-09-18,51003,inc case,274
2021-09-18,51005,inc case,101
2021-09-18,51007,inc case,58
2021-09-18,51009,inc case,143
2021-09-18,51011,inc case,88
2021-09-18,51013,inc case,294
2021-09-18,51015,inc case,624
2021-09-18,51017,inc case,42
2021-09-18,51019,inc case,354
2021-09-18,51021,inc case,37
2021-09-18,51023,inc case,106
2021-09-18,51025,inc case,44
2021-09-18,51027,inc case,137
2021-09-18,51029,inc case,46
2021-09-18,51031,inc case,265
2021-09-18,51033,inc case,125
2021-09-18,51035,inc case,107
2021-09-18,51036,inc case,18
2021-09-18,51037,inc case,40
2021-09-18,51041,inc case,1271
2021-09-18,51043,inc case,35
2021-09-18,51045,inc case,11
2021-09-18,51047,inc case,186
2021-09-18,51049,inc case,24
2021-09-18,51051,inc case,84
2021-09-18,51053,inc case,88
2021-09-18,51057,inc case,74
2021-09-18,51059,inc case,1316
2021-09-18,51061,inc case,231
2021-09-18,51063,inc case,56
2021-09-18,51065,inc case,86
2021-09-18,51067,inc case,170
2021-09-18,51069,inc case,326
2021-09-18,51071,inc case,135
2021-09-18,51073,inc case,167
2021-09-18,51075,inc case,43
2021-09-18,51077,inc case,59
2021-09-18,51079,inc case,118
2021-09-18,51081,inc case,21
2021-09-18,51083,inc case,72
2021-09-18,51085,inc case,297
2021-09-18,51087,inc case,792
2021-09-18,51089,inc case,151
2021-09-18,51091,inc case,14
2021-09-18,51093,inc case,123
2021-09-18,51095,inc case,214
2021-09-18,51097,inc case,32
2021-09-18,51099,inc case,83
2021-09-18,51101,inc case,77
2021-09-18,51103,inc case,30
2021-09-18,51105,inc case,193
2021-09-18,51107,inc case,553
2021-09-18,51109,inc case,167
2021-09-18,51111,inc case,24
2021-09-18,51113,inc case,51
2021-09-18,51115,inc case,18
2021-09-18,51117,inc case,90
2021-09-18,51119,inc case,42
2021-09-18,51121,inc case,304
2021-09-18,51125,inc case,47
2021-09-18,51127,inc case,74
2021-09-18,51131,inc case,41
2021-09-18,51133,inc case,50
2021-09-18,51135,inc case,67
2021-09-18,51137,inc case,165
2021-09-18,51139,inc case,168
2021-09-18,51141,inc case,40
2021-09-18,51143,inc case,231
2021-09-18,51145,inc case,69
2021-09-18,51147,inc case,100
2021-09-18,51149,inc case,100
2021-09-18,51153,inc case,833
2021-09-18,51155,inc case,125
2021-09-18,51157,inc case,13
2021-09-18,51159,inc case,60
2021-09-18,51161,inc case,301
2021-09-18,51163,inc case,70
2021-09-18,51165,inc case,271
2021-09-18,51167,inc case,211
2021-09-18,51169,inc case,137
2021-09-18,51171,inc case,239
2021-09-18,51173,inc case,196
2021-09-18,51175,inc case,21
2021-09-18,51177,inc case,566
2021-09-18,51179,inc case,424
2021-09-18,51181,inc case,15
2021-09-18,51183,inc case,31
2021-09-18,51185,inc case,265
2021-09-18,51187,inc case,214
2021-09-18,51191,inc case,294
2021-09-18,51193,inc case,48
2021-09-18,51195,inc case,254
2021-09-18,51197,inc case,182
2021-09-18,51199,inc case,132
2021-09-18,51510,inc case,231
2021-09-18,51520,inc case,91
2021-09-18,51530,inc case,47
2021-09-18,51540,inc case,182
2021-09-18,51550,inc case,660
2021-09-18,51570,inc case,112
2021-09-18,51580,inc case,9
2021-09-18,51590,inc case,217
2021-09-18,51595,inc case,9
2021-09-18,51600,inc case,8
2021-09-18,51610,inc case,9
2021-09-18,51620,inc case,48
2021-09-18,51630,inc case,104
2021-09-18,51640,inc case,31
2021-09-18,51650,inc case,442
2021-09-18,51660,inc case,204
2021-09-18,51670,inc case,105
2021-09-18,51678,inc case,46
2021-09-18,51680,inc case,992
2021-09-18,51683,inc case,84
2021-09-18,51685,inc case,3
2021-09-18,51690,inc case,19
2021-09-18,51700,inc case,557
2021-09-18,51710,inc case,570
2021-09-18,51720,inc case,32
2021-09-18,51730,inc case,134
2021-09-18,51735,inc case,49
2021-09-18,51740,inc case,343
2021-09-18,51750,inc case,60
2021-09-18,51760,inc case,706
2021-09-18,51770,inc case,319
2021-09-18,51775,inc case,114
2021-09-18,51790,inc case,106
2021-09-18,51800,inc case,248
2021-09-18,51810,inc case,1333
2021-09-18,51820,inc case,101
2021-09-18,51830,inc case,63
2021-09-18,51840,inc case,103
2021-09-18,53,inc case,23020
2021-09-18,53001,inc case,136
2021-09-18,53003,inc case,148
2021-09-18,53005,inc case,1210
2021-09-18,53007,inc case,392
2021-09-18,53009,inc case,384
2021-09-18,53011,inc case,1254
2021-09-18,53013,inc case,7
2021-09-18,53015,inc case,600
2021-09-18,53017,inc case,231
2021-09-18,53019,inc case,39
2021-09-18,53021,inc case,683
2021-09-18,53023,inc case,9
2021-09-18,53025,inc case,577
2021-09-18,53027,inc case,415
2021-09-18,53029,inc case,173
2021-09-18,53031,inc case,49
2021-09-18,53033,inc case,3954
2021-09-18,53035,inc case,766
2021-09-18,53037,inc case,170
2021-09-18,53039,inc case,81
2021-09-18,53041,inc case,455
2021-09-18,53043,inc case,89
2021-09-18,53045,inc case,282
2021-09-18,53047,inc case,267
2021-09-18,53049,inc case,100
2021-09-18,53051,inc case,75
2021-09-18,53053,inc case,2497
2021-09-18,53055,inc case,3
2021-09-18,53057,inc case,405
2021-09-18,53059,inc case,35
2021-09-18,53061,inc case,2055
2021-09-18,53063,inc case,2111
2021-09-18,53065,inc case,286
2021-09-18,53067,inc case,720
2021-09-18,53069,inc case,14
2021-09-18,53071,inc case,320
2021-09-18,53073,inc case,568
2021-09-18,53075,inc case,162
2021-09-18,53077,inc case,1292
2021-09-18,54,inc case,13468
2021-09-18,54001,inc case,116
2021-09-18,54003,inc case,525
2021-09-18,54005,inc case,191
2021-09-18,54007,inc case,192
2021-09-18,54009,inc case,142
2021-09-18,54011,inc case,1062
2021-09-18,54013,inc case,56
2021-09-18,54015,inc case,88
2021-09-18,54017,inc case,72
2021-09-18,54019,inc case,328
2021-09-18,54021,inc case,72
2021-09-18,54023,inc case,131
2021-09-18,54025,inc case,231
2021-09-18,54027,inc case,171
2021-09-18,54029,inc case,189
2021-09-18,54031,inc case,120
2021-09-18,54033,inc case,582
2021-09-18,54035,inc case,221
2021-09-18,54037,inc case,233
2021-09-18,54039,inc case,1071
2021-09-18,54041,inc case,252
2021-09-18,54043,inc case,161
2021-09-18,54045,inc case,303
2021-09-18,54047,inc case,156
2021-09-18,54049,inc case,379
2021-09-18,54051,inc case,253
2021-09-18,54053,inc case,178
2021-09-18,54055,inc case,463
2021-09-18,54057,inc case,262
2021-09-18,54059,inc case,270
2021-09-18,54061,inc case,349
2021-09-18,54063,inc case,104
2021-09-18,54065,inc case,116
2021-09-18,54067,inc case,198
2021-09-18,54069,inc case,227
2021-09-18,54071,inc case,59
2021-09-18,54073,inc case,60
2021-09-18,54075,inc case,63
2021-09-18,54077,inc case,312
2021-09-18,54079,inc case,475
2021-09-18,54081,inc case,509
2021-09-18,54083,inc case,281
2021-09-18,54085,inc case,139
2021-09-18,54087,inc case,70
2021-09-18,54089,inc case,91
2021-09-18,54091,inc case,106
2021-09-18,54093,inc case,71
2021-09-18,54095,inc case,71
2021-09-18,54097,inc case,217
2021-09-18,54099,inc case,352
2021-09-18,54101,inc case,60
2021-09-18,54103,inc case,131
2021-09-18,54105,inc case,49
2021-09-18,54107,inc case,648
2021-09-18,54109,inc case,240
2021-09-18,55,inc case,17900
2021-09-18,55001,inc case,57
2021-09-18,55003,inc case,63
2021-09-18,55005,inc case,281
2021-09-18,55007,inc case,42
2021-09-18,55009,inc case,843
2021-09-18,55011,inc case,75
2021-09-18,55013,inc case,44
2021-09-18,55015,inc case,154
2021-09-18,55017,inc case,316
2021-09-18,55019,inc case,121
2021-09-18,55021,inc case,248
2021-09-18,55023,inc case,34
2021-09-18,55025,inc case,983
2021-09-18,55027,inc case,275
2021-09-18,55029,inc case,80
2021-09-18,55031,inc case,73
2021-09-18,55033,inc case,204
2021-09-18,55035,inc case,368
2021-09-18,55037,inc case,5
2021-09-18,55039,inc case,421
2021-09-18,55041,inc case,56
2021-09-18,55043,inc case,212
2021-09-18,55045,inc case,75
2021-09-18,55047,inc case,79
2021-09-18,55049,inc case,47
2021-09-18,55051,inc case,32
2021-09-18,55053,inc case,83
2021-09-18,55055,inc case,239
2021-09-18,55057,inc case,72
2021-09-18,55059,inc case,464
2021-09-18,55061,inc case,58
2021-09-18,55063,inc case,408
2021-09-18,55065,inc case,40
2021-09-18,55067,inc case,66
2021-09-18,55069,inc case,74
2021-09-18,55071,inc case,198
2021-09-18,55073,inc case,427
2021-09-18,55075,inc case,130
2021-09-18,55077,inc case,50
2021-09-18,55078,inc case,14
2021-09-18,55079,inc case,2625
2021-09-18,55081,inc case,136
2021-09-18,55083,inc case,199
2021-09-18,55085,inc case,113
2021-09-18,55087,inc case,583
2021-09-18,55089,inc case,274
2021-09-18,55091,inc case,31
2021-09-18,55093,inc case,133
2021-09-18,55095,inc case,188
2021-09-18,55097,inc case,209
2021-09-18,55099,inc case,51
2021-09-18,55101,inc case,615
2021-09-18,55103,inc case,52
2021-09-18,55105,inc case,304
2021-09-18,55107,inc case,110
2021-09-18,55109,inc case,310
2021-09-18,55111,inc case,217
2021-09-18,55113,inc case,87
2021-09-18,55115,inc case,148
2021-09-18,55117,inc case,283
2021-09-18,55119,inc case,65
2021-09-18,55121,inc case,123
2021-09-18,55123,inc case,76
2021-09-18,55125,inc case,46
2021-09-18,55127,inc case,328
2021-09-18,55129,inc case,75
2021-09-18,55131,inc case,615
2021-09-18,55133,inc case,1177
2021-09-18,55135,inc case,176
2021-09-18,55137,inc case,76
2021-09-18,55139,inc case,639
2021-09-18,55141,inc case,325
2021-09-18,56,inc case,3315
2021-09-18,56001,inc case,136
2021-09-18,56003,inc case,70
2021-09-18,56005,inc case,346
2021-09-18,56007,inc case,72
2021-09-18,56009,inc case,115
2021-09-18,56011,inc case,50
2021-09-18,56013,inc case,307
2021-09-18,56015,inc case,62
2021-09-18,56017,inc case,54
2021-09-18,56019,inc case,33
2021-09-18,56021,inc case,288
2021-09-18,56023,inc case,164
2021-09-18,56025,inc case,522
2021-09-18,56027,inc case,23
2021-09-18,56029,inc case,203
2021-09-18,56031,inc case,33
2021-09-18,56033,inc case,165
2021-09-18,56035,inc case,53
2021-09-18,56037,inc case,287
2021-09-18,56039,inc case,132
2021-09-18,56041,inc case,122
2021-09-18,56043,inc case,53
2021-09-18,56045,inc case,25
2021-09-18,60,inc case,0
2021-09-18,66,inc case,1144
2021-09-18,69,inc case,8
2021-09-18,72,inc case,2187
2021-09-18,78,inc case,208
2021-09-18,US,inc case,1021720
2021-09-25,01,inc case,19120
2021-09-25,01001,inc case,159
2021-09-25,01003,inc case,494
2021-09-25,01005,inc case,76
2021-09-25,01007,inc case,124
2021-09-25,01009,inc case,275
2021-09-25,01011,inc case,21
2021-09-25,01013,inc case,84
2021-09-25,01015,inc case,1000
2021-09-25,01017,inc case,158
2021-09-25,01019,inc case,96
2021-09-25,01021,inc case,129
2021-09-25,01023,inc case,11
2021-09-25,01025,inc case,108
2021-09-25,01027,inc case,68
2021-09-25,01029,inc case,255
2021-09-25,01031,inc case,201
2021-09-25,01033,inc case,184
2021-09-25,01035,inc case,47
2021-09-25,01037,inc case,63
2021-09-25,01039,inc case,119
2021-09-25,01041,inc case,57
2021-09-25,01043,inc case,499
2021-09-25,01045,inc case,300
2021-09-25,01047,inc case,68
2021-09-25,01049,inc case,284
2021-09-25,01051,inc case,434
2021-09-25,01053,inc case,129
2021-09-25,01055,inc case,605
2021-09-25,01057,inc case,68
2021-09-25,01059,inc case,144
2021-09-25,01061,inc case,144
2021-09-25,01063,inc case,20
2021-09-25,01065,inc case,62
2021-09-25,01067,inc case,75
2021-09-25,01069,inc case,649
2021-09-25,01071,inc case,248
2021-09-25,01073,inc case,2104
2021-09-25,01075,inc case,84
2021-09-25,01077,inc case,358
2021-09-25,01079,inc case,66
2021-09-25,01081,inc case,682
2021-09-25,01083,inc case,424
2021-09-25,01085,inc case,17
2021-09-25,01087,inc case,48
2021-09-25,01089,inc case,1326
2021-09-25,01091,inc case,53
2021-09-25,01093,inc case,161
2021-09-25,01095,inc case,387
2021-09-25,01097,inc case,827
2021-09-25,01099,inc case,66
2021-09-25,01101,inc case,553
2021-09-25,01103,inc case,444
2021-09-25,01105,inc case,22
2021-09-25,01107,inc case,57
2021-09-25,01109,inc case,115
2021-09-25,01111,inc case,112
2021-09-25,01113,inc case,137
2021-09-25,01115,inc case,452
2021-09-25,01117,inc case,993
2021-09-25,01119,inc case,11
2021-09-25,01121,inc case,533
2021-09-25,01123,inc case,267
2021-09-25,01125,inc case,789
2021-09-25,01127,inc case,330
2021-09-25,01129,inc case,17
2021-09-25,01131,inc case,54
2021-09-25,01133,inc case,173
2021-09-25,02,inc case,7319
2021-09-25,02013,inc case,0
2021-09-25,02016,inc case,34
2021-09-25,02020,inc case,2810
2021-09-25,02050,inc case,171
2021-09-25,02060,inc case,0
2021-09-25,02063,inc case,49
2021-09-25,02066,inc case,34
2021-09-25,02068,inc case,14
2021-09-25,02070,inc case,71
2021-09-25,02090,inc case,975
2021-09-25,02100,inc case,37
2021-09-25,02105,inc case,0
2021-09-25,02110,inc case,272
2021-09-25,02122,inc case,542
2021-09-25,02130,inc case,62
2021-09-25,02150,inc case,164
2021-09-25,02158,inc case,67
2021-09-25,02164,inc case,50
2021-09-25,02170,inc case,1194
2021-09-25,02180,inc case,43
2021-09-25,02185,inc case,319
2021-09-25,02188,inc case,141
2021-09-25,02195,inc case,0
2021-09-25,02198,inc case,50
2021-09-25,02220,inc case,50
2021-09-25,02230,inc case,2
2021-09-25,02240,inc case,59
2021-09-25,02261,inc case,0
2021-09-25,02275,inc case,1
2021-09-25,02282,inc case,16
2021-09-25,02290,inc case,41
2021-09-25,04,inc case,17444
2021-09-25,04001,inc case,125
2021-09-25,04003,inc case,261
2021-09-25,04005,inc case,369
2021-09-25,04007,inc case,143
2021-09-25,04009,inc case,126
2021-09-25,04011,inc case,60
2021-09-25,04012,inc case,61
2021-09-25,04013,inc case,11264
2021-09-25,04015,inc case,613
2021-09-25,04017,inc case,274
2021-09-25,04019,inc case,1875
2021-09-25,04021,inc case,1401
2021-09-25,04023,inc case,74
2021-09-25,04025,inc case,550
2021-09-25,04027,inc case,248
2021-09-25,05,inc case,7916
2021-09-25,05001,inc case,38
2021-09-25,05003,inc case,73
2021-09-25,05005,inc case,56
2021-09-25,05007,inc case,560
2021-09-25,05009,inc case,82
2021-09-25,05011,inc case,22
2021-09-25,05013,inc case,11
2021-09-25,05015,inc case,42
2021-09-25,05017,inc case,31
2021-09-25,05019,inc case,42
2021-09-25,05021,inc case,63
2021-09-25,05023,inc case,64
2021-09-25,05025,inc case,11
2021-09-25,05027,inc case,40
2021-09-25,05029,inc case,45
2021-09-25,05031,inc case,490
2021-09-25,05033,inc case,206
2021-09-25,05035,inc case,202
2021-09-25,05037,inc case,60
2021-09-25,05039,inc case,11
2021-09-25,05041,inc case,20
2021-09-25,05043,inc case,45
2021-09-25,05045,inc case,289
2021-09-25,05047,inc case,48
2021-09-25,05049,inc case,15
2021-09-25,05051,inc case,213
2021-09-25,05053,inc case,33
2021-09-25,05055,inc case,234
2021-09-25,05057,inc case,35
2021-09-25,05059,inc case,57
2021-09-25,05061,inc case,27
2021-09-25,05063,inc case,181
2021-09-25,05065,inc case,42
2021-09-25,05067,inc case,57
2021-09-25,05069,inc case,98
2021-09-25,05071,inc case,88
2021-09-25,05073,inc case,11
2021-09-25,05075,inc case,75
2021-09-25,05077,inc case,35
2021-09-25,05079,inc case,5
2021-09-25,05081,inc case,48
2021-09-25,05083,inc case,60
2021-09-25,05085,inc case,171
2021-09-25,05087,inc case,49
2021-09-25,05089,inc case,44
2021-09-25,05091,inc case,138
2021-09-25,05093,inc case,194
2021-09-25,05095,inc case,21
2021-09-25,05097,inc case,12
2021-09-25,05099,inc case,52
2021-09-25,05101,inc case,10
2021-09-25,05103,inc case,24
2021-09-25,05105,inc case,15
2021-09-25,05107,inc case,33
2021-09-25,05109,inc case,20
2021-09-25,05111,inc case,103
2021-09-25,05113,inc case,37
2021-09-25,05115,inc case,154
2021-09-25,05117,inc case,14
2021-09-25,05119,inc case,522
2021-09-25,05121,inc case,108
2021-09-25,05123,inc case,69
2021-09-25,05125,inc case,217
2021-09-25,05127,inc case,77
2021-09-25,05129,inc case,22
2021-09-25,05131,inc case,377
2021-09-25,05133,inc case,59
2021-09-25,05135,inc case,91
2021-09-25,05137,inc case,32
2021-09-25,05139,inc case,130
2021-09-25,05141,inc case,64
2021-09-25,05143,inc case,499
2021-09-25,05145,inc case,183
2021-09-25,05147,inc case,18
2021-09-25,05149,inc case,67
2021-09-25,06,inc case,41604
2021-09-25,06001,inc case,738
2021-09-25,06003,inc case,2
2021-09-25,06005,inc case,86
2021-09-25,06007,inc case,599
2021-09-25,06009,inc case,106
2021-09-25,06011,inc case,26
2021-09-25,06013,inc case,735
2021-09-25,06015,inc case,84
2021-09-25,06017,inc case,211
2021-09-25,06019,inc case,1690
2021-09-25,06021,inc case,75
2021-09-25,06023,inc case,159
2021-09-25,06025,inc case,200
2021-09-25,06027,inc case,22
2021-09-25,06029,inc case,2535
2021-09-25,06031,inc case,353
2021-09-25,06033,inc case,111
2021-09-25,06035,inc case,137
2021-09-25,06037,inc case,10190
2021-09-25,06039,inc case,366
2021-09-25,06041,inc case,130
2021-09-25,06043,inc case,60
2021-09-25,06045,inc case,167
2021-09-25,06047,inc case,455
2021-09-25,06049,inc case,9
2021-09-25,06051,inc case,23
2021-09-25,06053,inc case,249
2021-09-25,06055,inc case,102
2021-09-25,06057,inc case,120
2021-09-25,06059,inc case,2692
2021-09-25,06061,inc case,533
2021-09-25,06063,inc case,35
2021-09-25,06065,inc case,2426
2021-09-25,06067,inc case,1735
2021-09-25,06069,inc case,32
2021-09-25,06071,inc case,2127
2021-09-25,06073,inc case,3352
2021-09-25,06075,inc case,514
2021-09-25,06077,inc case,1119
2021-09-25,06079,inc case,299
2021-09-25,06081,inc case,317
2021-09-25,06083,inc case,276
2021-09-25,06085,inc case,819
2021-09-25,06087,inc case,124
2021-09-25,06089,inc case,626
2021-09-25,06091,inc case,2
2021-09-25,06093,inc case,150
2021-09-25,06095,inc case,386
2021-09-25,06097,inc case,231
2021-09-25,06099,inc case,1196
2021-09-25,06101,inc case,166
2021-09-25,06103,inc case,190
2021-09-25,06105,inc case,21
2021-09-25,06107,inc case,1328
2021-09-25,06109,inc case,101
2021-09-25,06111,inc case,682
2021-09-25,06113,inc case,209
2021-09-25,06115,inc case,140
2021-09-25,08,inc case,12610
2021-09-25,08001,inc case,923
2021-09-25,08003,inc case,79
2021-09-25,08005,inc case,1032
2021-09-25,08007,inc case,27
2021-09-25,08009,inc case,9
2021-09-25,08011,inc case,17
2021-09-25,08013,inc case,470
2021-09-25,08014,inc case,110
2021-09-25,08015,inc case,28
2021-09-25,08017,inc case,2
2021-09-25,08019,inc case,12
2021-09-25,08021,inc case,41
2021-09-25,08023,inc case,14
2021-09-25,08025,inc case,29
2021-09-25,08027,inc case,17
2021-09-25,08029,inc case,81
2021-09-25,08031,inc case,1175
2021-09-25,08033,inc case,24
2021-09-25,08035,inc case,699
2021-09-25,08037,inc case,83
2021-09-25,08039,inc case,66
2021-09-25,08041,inc case,2163
2021-09-25,08043,inc case,200
2021-09-25,08045,inc case,105
2021-09-25,08047,inc case,15
2021-09-25,08049,inc case,88
2021-09-25,08051,inc case,31
2021-09-25,08053,inc case,1
2021-09-25,08055,inc case,19
2021-09-25,08057,inc case,4
2021-09-25,08059,inc case,992
2021-09-25,08061,inc case,5
2021-09-25,08063,inc case,13
2021-09-25,08065,inc case,3
2021-09-25,08067,inc case,178
2021-09-25,08069,inc case,841
2021-09-25,08071,inc case,24
2021-09-25,08073,inc case,28
2021-09-25,08075,inc case,46
2021-09-25,08077,inc case,606
2021-09-25,08079,inc case,3
2021-09-25,08081,inc case,76
2021-09-25,08083,inc case,89
2021-09-25,08085,inc case,145
2021-09-25,08087,inc case,34
2021-09-25,08089,inc case,55
2021-09-25,08091,inc case,7
2021-09-25,08093,inc case,36
2021-09-25,08095,inc case,4
2021-09-25,08097,inc case,35
2021-09-25,08099,inc case,34
2021-09-25,08101,inc case,462
2021-09-25,08103,inc case,19
2021-09-25,08105,inc case,61
2021-09-25,08107,inc case,76
2021-09-25,08109,inc case,36
2021-09-25,08111,inc case,1
2021-09-25,08113,inc case,15
2021-09-25,08115,inc case,3
2021-09-25,08117,inc case,53
2021-09-25,08119,inc case,91
2021-09-25,08121,inc case,11
2021-09-25,08123,inc case,942
2021-09-25,08125,inc case,21
2021-09-25,09,inc case,3391
2021-09-25,09001,inc case,671
2021-09-25,09003,inc case,997
2021-09-25,09005,inc case,163
2021-09-25,09007,inc case,125
2021-09-25,09009,inc case,720
2021-09-25,09011,inc case,334
2021-09-25,09013,inc case,130
2021-09-25,09015,inc case,246
2021-09-25,10,inc case,3240
2021-09-25,10001,inc case,737
2021-09-25,10003,inc case,1535
2021-09-25,10005,inc case,937
2021-09-25,11,inc case,1354
2021-09-25,12,inc case,54109
2021-09-25,12001,inc case,571
2021-09-25,12003,inc case,54
2021-09-25,12005,inc case,351
2021-09-25,12007,inc case,91
2021-09-25,12009,inc case,1207
2021-09-25,12011,inc case,4188
2021-09-25,12013,inc case,41
2021-09-25,12015,inc case,414
2021-09-25,12017,inc case,518
2021-09-25,12019,inc case,557
2021-09-25,12021,inc case,1178
2021-09-25,12023,inc case,178
2021-09-25,12027,inc case,114
2021-09-25,12029,inc case,63
2021-09-25,12031,inc case,1709
2021-09-25,12033,inc case,789
2021-09-25,12035,inc case,220
2021-09-25,12037,inc case,44
2021-09-25,12039,inc case,157
2021-09-25,12041,inc case,62
2021-09-25,12043,inc case,28
2021-09-25,12045,inc case,34
2021-09-25,12047,inc case,35
2021-09-25,12049,inc case,150
2021-09-25,12051,inc case,117
2021-09-25,12053,inc case,605
2021-09-25,12055,inc case,380
2021-09-25,12057,inc case,3874
2021-09-25,12059,inc case,53
2021-09-25,12061,inc case,330
2021-09-25,12063,inc case,166
2021-09-25,12065,inc case,59
2021-09-25,12067,inc case,10
2021-09-25,12069,inc case,1219
2021-09-25,12071,inc case,2225
2021-09-25,12073,inc case,995
2021-09-25,12075,inc case,138
2021-09-25,12077,inc case,25
2021-09-25,12079,inc case,76
2021-09-25,12081,inc case,1135
2021-09-25,12083,inc case,1033
2021-09-25,12085,inc case,300
2021-09-25,12086,inc case,7248
2021-09-25,12087,inc case,185
2021-09-25,12089,inc case,159
2021-09-25,12091,inc case,609
2021-09-25,12093,inc case,138
2021-09-25,12095,inc case,3235
2021-09-25,12097,inc case,1075
2021-09-25,12099,inc case,2929
2021-09-25,12101,inc case,1646
2021-09-25,12103,inc case,2133
2021-09-25,12105,inc case,2369
2021-09-25,12107,inc case,319
2021-09-25,12109,inc case,948
2021-09-25,12111,inc case,727
2021-09-25,12113,inc case,819
2021-09-25,12115,inc case,1008
2021-09-25,12117,inc case,877
2021-09-25,12119,inc case,240
2021-09-25,12121,inc case,125
2021-09-25,12123,inc case,76
2021-09-25,12125,inc case,31
2021-09-25,12127,inc case,1321
2021-09-25,12129,inc case,137
2021-09-25,12131,inc case,206
2021-09-25,12133,inc case,55
2021-09-25,13,inc case,32422
2021-09-25,13001,inc case,69
2021-09-25,13003,inc case,26
2021-09-25,13005,inc case,40
2021-09-25,13007,inc case,2
2021-09-25,13009,inc case,105
2021-09-25,13011,inc case,70
2021-09-25,13013,inc case,394
2021-09-25,13015,inc case,323
2021-09-25,13017,inc case,41
2021-09-25,13019,inc case,59
2021-09-25,13021,inc case,397
2021-09-25,13023,inc case,26
2021-09-25,13025,inc case,68
2021-09-25,13027,inc case,22
2021-09-25,13029,inc case,107
2021-09-25,13031,inc case,72
2021-09-25,13033,inc case,63
2021-09-25,13035,inc case,105
2021-09-25,13037,inc case,11
2021-09-25,13039,inc case,240
2021-09-25,13043,inc case,43
2021-09-25,13045,inc case,283
2021-09-25,13047,inc case,202
2021-09-25,13049,inc case,33
2021-09-25,13051,inc case,688
2021-09-25,13053,inc case,160
2021-09-25,13055,inc case,130
2021-09-25,13057,inc case,659
2021-09-25,13059,inc case,365
2021-09-25,13061,inc case,4
2021-09-25,13063,inc case,1366
2021-09-25,13065,inc case,40
2021-09-25,13067,inc case,2045
2021-09-25,13069,inc case,115
2021-09-25,13071,inc case,86
2021-09-25,13073,inc case,427
2021-09-25,13075,inc case,38
2021-09-25,13077,inc case,432
2021-09-25,13079,inc case,37
2021-09-25,13081,inc case,82
2021-09-25,13083,inc case,48
2021-09-25,13085,inc case,77
2021-09-25,13087,inc case,145
2021-09-25,13089,inc case,1922
2021-09-25,13091,inc case,66
2021-09-25,13093,inc case,33
2021-09-25,13095,inc case,261
2021-09-25,13097,inc case,419
2021-09-25,13099,inc case,36
2021-09-25,13101,inc case,7
2021-09-25,13103,inc case,153
2021-09-25,13105,inc case,63
2021-09-25,13107,inc case,108
2021-09-25,13109,inc case,22
2021-09-25,13111,inc case,104
2021-09-25,13113,inc case,267
2021-09-25,13115,inc case,436
2021-09-25,13117,inc case,961
2021-09-25,13119,inc case,91
2021-09-25,13121,inc case,2246
2021-09-25,13123,inc case,111
2021-09-25,13125,inc case,8
2021-09-25,13127,inc case,234
2021-09-25,13129,inc case,211
2021-09-25,13131,inc case,108
2021-09-25,13133,inc case,47
2021-09-25,13135,inc case,2966
2021-09-25,13137,inc case,159
2021-09-25,13139,inc case,809
2021-09-25,13141,inc case,11
2021-09-25,13143,inc case,79
2021-09-25,13145,inc case,68
2021-09-25,13147,inc case,90
2021-09-25,13149,inc case,21
2021-09-25,13151,inc case,763
2021-09-25,13153,inc case,516
2021-09-25,13155,inc case,7
