file,ok,n_in,n_out,n_dropped_round,point_output_type,round,error
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-01-21-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-01-29-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-02-05-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-02-12-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-02-19-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-02-26-AIMdyn-SlidingKoopman.csv,TRUE,4,4,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIMdyn-SlidingKoopman/2023-03-06-AIMdyn-SlidingKoopman.csv,FALSE,NA,NA,NA,NA,NA,no rows match round R3 active targets (4 dropped)
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2020-12-21-AIpert-pwllnod.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2020-12-28-AIpert-pwllnod.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-01-04-AIpert-pwllnod.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-01-11-AIpert-pwllnod.csv,TRUE,2688,2688,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-01-18-AIpert-pwllnod.csv,TRUE,2688,2688,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-01-25-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-02-01-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-02-08-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-02-15-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-02-22-AIpert-pwllnod.csv,TRUE,4400,4400,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-03-01-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-03-08-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-03-15-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-03-22-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-03-29-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-04-05-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-04-12-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-04-19-AIpert-pwllnod.csv,TRUE,4478,4478,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-04-26-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-05-03-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-05-10-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-05-17-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-05-24-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-05-31-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-06-07-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-06-14-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-06-21-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-06-28-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-07-05-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-07-12-AIpert-pwllnod.csv,TRUE,4480,4480,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-07-19-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-07-26-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-08-02-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-08-09-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-08-15-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-08-23-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-08-30-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-09-13-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-09-20-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-09-27-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-10-04-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-10-18-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-10-25-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-11-01-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-11-08-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-11-15-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-11-22-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-11-29-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-12-06-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-12-13-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2021-12-19-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-01-03-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-01-10-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-01-17-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-01-24-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-01-31-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-02-07-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-02-14-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-02-28-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-03-07-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-03-14-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-03-21-AIpert-pwllnod.csv,TRUE,21504,21504,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-03-28-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-04-04-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-04-11-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-04-18-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-04-25-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AIpert-pwllnod/2022-05-02-AIpert-pwllnod.csv,TRUE,19968,19968,0,median,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-09-05-AMM-EpiInvert.csv,TRUE,1152,1152,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-09-12-AMM-EpiInvert.csv,TRUE,992,992,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-09-19-AMM-EpiInvert.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-09-26-AMM-EpiInvert.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-10-03-AMM-EpiInvert.csv,TRUE,896,896,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-10-10-AMM-EpiInvert.csv,TRUE,1504,1504,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-10-17-AMM-EpiInvert.csv,TRUE,1440,1440,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-10-24-AMM-EpiInvert.csv,TRUE,1408,1408,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-10-31-AMM-EpiInvert.csv,TRUE,1536,1536,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-11-07-AMM-EpiInvert.csv,TRUE,1536,1536,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-11-14-AMM-EpiInvert.csv,TRUE,1440,1440,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-11-21-AMM-EpiInvert.csv,TRUE,1632,1632,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-11-28-AMM-EpiInvert.csv,TRUE,1472,1472,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-12-05-AMM-EpiInvert.csv,TRUE,1568,1568,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-12-12-AMM-EpiInvert.csv,TRUE,1568,1568,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-12-19-AMM-EpiInvert.csv,TRUE,1504,1504,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2022-12-26-AMM-EpiInvert.csv,TRUE,1504,1504,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-01-02-AMM-EpiInvert.csv,TRUE,1440,1440,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-01-09-AMM-EpiInvert.csv,TRUE,1408,1408,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-01-16-AMM-EpiInvert.csv,TRUE,1536,1536,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-01-23-AMM-EpiInvert.csv,TRUE,1632,1632,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-01-30-AMM-EpiInvert.csv,TRUE,1632,1632,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-02-06-AMM-EpiInvert.csv,TRUE,1600,1600,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-02-13-AMM-EpiInvert.csv,TRUE,1664,1664,0,mean,R2,NA
../covid19-forecast-hub/data-processed/AMM-EpiInvert/2023-02-20-AMM-EpiInvert.csv,TRUE,1632,1632,0,mean,R2,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-05-18-Auquan-SEIR.csv,TRUE,4896,4896,0,median,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-05-24-Auquan-SEIR.csv,TRUE,4896,4896,0,median,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-05-31-Auquan-SEIR.csv,TRUE,4992,4992,0,median,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-06-07-Auquan-SEIR.csv,TRUE,4992,4992,0,median,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-06-15-Auquan-SEIR.csv,TRUE,4992,4992,0,median,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-06-21-Auquan-SEIR.csv,TRUE,4992,4992,0,mean,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-06-28-Auquan-SEIR.csv,TRUE,4992,4992,0,mean,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-07-05-Auquan-SEIR.csv,TRUE,3328,3328,0,mean,R1,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-08-02-Auquan-SEIR.csv,TRUE,1664,1664,0,mean,R2,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-08-09-Auquan-SEIR.csv,TRUE,1664,1664,0,mean,R2,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-08-16-Auquan-SEIR.csv,TRUE,3328,3328,0,mean,R2,NA
../covid19-forecast-hub/data-processed/Auquan-SEIR/2020-08-24-Auquan-SEIR.csv,TRUE,3328,3328,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-10-04-BPagano-RtDriven.csv,TRUE,30528,30528,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-10-11-BPagano-RtDriven.csv,TRUE,30528,30528,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-10-18-BPagano-RtDriven.csv,TRUE,33920,33920,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-10-25-BPagano-RtDriven.csv,TRUE,33920,33920,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-11-01-BPagano-RtDriven.csv,TRUE,23744,23744,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-11-08-BPagano-RtDriven.csv,TRUE,23744,23744,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-11-15-BPagano-RtDriven.csv,TRUE,23744,23744,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-11-22-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-11-29-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-12-06-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-12-13-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-12-20-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2020-12-27-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-01-03-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-01-10-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-01-17-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-01-24-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-01-31-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-02-07-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-02-14-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-02-21-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-02-28-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-03-07-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-03-14-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-03-21-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-03-28-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-04-04-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-04-11-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-04-18-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-04-25-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-05-02-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-05-09-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-05-16-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-05-23-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-05-30-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-06-06-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-06-13-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-06-20-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-06-27-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-07-04-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-07-11-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-07-18-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-07-25-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-08-01-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-08-08-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-08-15-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-08-22-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-08-29-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-09-05-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-09-12-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-09-19-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-09-26-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-10-03-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-10-10-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-10-17-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-10-24-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-10-31-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-11-07-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-11-14-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-11-21-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-11-28-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-12-05-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-12-12-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-12-19-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-12-26-BPagano-RtDriven.csv,TRUE,11872,11872,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2021-12-27-BPagano-RtDriven.csv,TRUE,29680,29680,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-01-02-BPagano-RtDriven.csv,TRUE,47488,47488,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-01-09-BPagano-RtDriven.csv,TRUE,47488,47488,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-01-16-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-01-23-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-01-30-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-02-06-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-02-13-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-02-20-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-02-27-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-03-06-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-03-13-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-03-20-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-03-27-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-04-03-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-04-10-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-04-17-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-04-24-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
../covid19-forecast-hub/data-processed/BPagano-RtDriven/2022-05-01-BPagano-RtDriven.csv,TRUE,48760,48760,0,mean,R2,NA
